ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,TotalCampaignsAccepted,Complain
1654,1947,77,Graduation,Together,64800.0,1,0,2020-09-22,49,102,8,145,97,19,27,398,1,1,5,6,3,0,0,0,0,0,0,0,0
1655,1964,60,Graduation,Single,42800.0,1,0,2020-06-25,76,239,13,299,9,21,41,622,3,6,3,10,4,0,0,0,0,0,0,0,0
1656,1971,53,2n Cycle,Single,28500.0,1,0,2020-05-14,80,477,42,47,7,5,37,615,4,6,4,12,4,0,0,0,0,0,0,0,0
1657,1958,66,PhD,Married,55100.0,0,0,2021-09-25,14,237,43,60,20,148,384,892,2,1,4,7,5,0,0,1,0,0,0,1,0
1658,1988,36,Graduation,Single,23700.0,1,0,2022-03-26,89,605,12,253,103,9,66,1048,5,3,2,10,5,0,0,0,0,0,0,0,0
1659,1962,62,Graduation,Together,51000.0,1,0,2022-09-07,43,2021,41,1626,43,18,128,3877,2,3,0,8,8,0,0,0,0,0,1,0,0
1660,1968,56,Graduation,Single,25300.0,1,1,2022-12-12,91,765,179,87,74,57,403,1565,3,5,1,8,6,0,0,0,0,0,0,0,0
1661,1975,49,PhD,Together,62400.0,1,1,2022-04-21,41,444,23,102,17,38,68,692,3,7,1,7,6,0,0,0,1,0,1,1,0
1662,1962,62,PhD,Married,32100.0,0,0,2022-04-18,44,770,7,125,13,46,37,998,1,4,3,4,3,0,0,0,0,0,0,0,0
1663,1948,76,2n Cycle,Divorced,40300.0,1,0,2020-05-31,93,3567,75,53,230,16,18,3959,2,1,2,6,6,0,0,0,0,0,0,0,0
1664,1964,60,Graduation,Married,57600.0,0,1,2020-09-13,34,115,112,353,71,10,18,679,5,5,1,5,3,0,0,0,0,1,0,1,0
1665,1980,44,Basic,Single,34500.0,0,0,2021-10-11,21,639,13,508,12,38,7,1217,4,1,2,5,5,0,0,0,0,0,0,0,0
1666,1965,59,Master,Together,48600.0,0,1,2020-05-31,73,144,14,321,8,12,133,632,0,3,4,8,11,0,0,0,0,0,0,0,0
1667,1959,65,Graduation,Together,24200.0,1,1,2022-07-10,74,414,3,145,8,55,79,704,0,5,2,8,4,0,0,0,0,0,0,0,0
1668,1979,45,2n Cycle,Married,67700.0,0,0,2022-08-12,37,134,20,83,17,14,42,310,3,5,4,3,3,0,0,0,0,0,0,0,0
1669,1965,59,Graduation,Together,116700.0,0,1,2022-11-25,96,816,18,2049,21,32,49,2985,3,2,3,4,4,0,0,1,0,0,0,1,0
1670,1963,61,Master,Married,180000.0,0,1,2021-12-06,69,598,19,160,58,267,40,1142,1,5,3,5,4,0,0,0,0,0,0,0,0
1671,1970,54,Graduation,Married,52200.0,2,1,2020-09-19,63,1634,20,83,94,40,86,1957,2,9,7,8,7,0,0,0,0,0,0,0,0
1672,1977,47,Master,Married,73000.0,0,0,2021-01-07,6,295,32,57,41,16,31,472,1,6,4,5,6,0,0,0,0,1,0,1,0
1673,1995,29,Master,Married,21300.0,1,1,2020-09-21,43,232,21,38,22,53,34,400,0,6,5,2,1,0,0,0,0,0,1,0,0
1674,1978,46,Master,Widow,102900.0,1,1,2022-06-05,75,321,26,309,70,31,26,783,4,7,6,8,4,0,0,0,0,0,0,0,0
1675,1981,43,Master,Widow,72600.0,0,0,2022-10-26,6,4640,194,137,32,16,24,5043,5,4,2,6,6,0,0,1,0,0,1,1,0
1676,1963,61,Graduation,Together,39600.0,0,1,2020-04-23,65,645,42,77,8,31,139,942,2,6,6,8,4,0,0,0,0,1,0,1,0
1677,1957,67,Graduation,Single,90600.0,1,0,2020-09-11,59,1426,68,112,59,143,180,1988,2,3,5,7,4,0,0,1,0,0,0,1,0
1678,1969,55,Graduation,Married,44300.0,1,0,2022-11-27,0,714,277,111,66,63,15,1246,1,3,3,4,6,0,0,0,0,0,0,0,0
1679,1970,54,Graduation,Single,40100.0,1,1,2020-11-09,61,838,97,94,181,24,95,1329,0,4,1,8,8,1,0,0,0,0,0,1,0
1680,1957,67,PhD,Single,62800.0,0,1,2021-09-14,86,118,23,930,130,11,26,1238,3,4,4,9,2,0,0,0,0,0,0,0,0
1681,1967,57,Graduation,Divorced,30000.0,1,1,2020-12-03,88,187,4,119,21,72,27,430,0,6,5,3,13,0,0,0,0,0,0,0,0
1682,1973,51,Basic,Together,81700.0,0,2,2020-11-27,17,232,23,242,37,57,197,788,3,6,6,4,3,0,0,0,0,1,1,1,0
1683,1972,52,PhD,Single,30100.0,1,0,2021-10-22,6,348,174,192,41,5,34,794,3,4,1,5,2,0,0,0,1,0,0,1,0
1684,1974,50,Master,Married,30200.0,1,0,2021-04-06,53,295,95,199,52,6,34,681,1,4,3,5,3,1,0,0,0,0,0,1,0
1685,1972,52,Graduation,Alone,32300.0,0,1,2021-12-09,66,77,18,121,261,211,10,698,5,6,3,5,7,0,0,1,0,1,1,2,0
1686,1963,61,Master,Married,72000.0,1,0,2022-11-28,92,387,29,131,42,47,39,675,1,3,5,9,11,0,0,0,0,0,0,0,0
1687,1963,61,2n Cycle,Together,37200.0,1,1,2021-08-04,9,64,33,378,22,7,25,529,1,5,3,3,5,0,0,0,0,0,0,0,0
1688,1955,69,Graduation,Single,26200.0,1,0,2020-06-10,60,735,13,228,188,120,79,1363,0,3,1,5,4,0,0,0,0,0,0,0,0
1689,1988,36,PhD,Single,37400.0,0,0,2021-05-28,58,372,15,84,184,134,27,816,2,9,1,7,2,0,0,0,0,0,0,0,0
1690,1969,55,Master,Married,49200.0,0,0,2021-02-06,58,1243,15,29,124,15,197,1623,4,6,0,7,1,0,0,0,0,0,0,0,0
1691,1966,58,Graduation,Divorced,28400.0,1,0,2021-07-16,68,406,51,92,7,10,74,640,0,4,2,4,4,0,0,1,0,0,0,1,0
1692,1958,66,PhD,Married,28800.0,0,1,2020-09-13,62,205,8,44,44,32,59,392,0,8,3,7,6,0,0,0,0,0,0,0,0
1693,1996,28,Graduation,Together,137800.0,0,1,2021-09-12,97,192,181,131,44,45,122,715,2,5,3,2,9,0,0,0,0,1,0,1,0
1694,1957,67,Graduation,Married,33100.0,2,1,2022-12-28,7,224,28,48,68,24,60,452,1,6,2,10,6,0,0,0,0,0,0,0,0
1695,1964,60,Graduation,Married,42800.0,0,0,2020-07-10,77,164,9,691,16,10,111,1001,5,5,3,4,3,0,0,0,0,0,0,0,0
1696,1973,51,Graduation,Together,41900.0,2,0,2022-10-26,54,494,102,685,112,20,42,1455,0,2,1,2,5,0,0,1,0,0,1,1,0
1697,1975,49,Graduation,Together,40900.0,0,0,2020-12-11,5,226,186,433,63,19,45,972,7,7,6,6,4,0,0,0,0,0,0,0,0
1698,1979,45,Graduation,Married,67400.0,0,0,2020-11-11,0,656,1548,146,123,9,26,2508,0,3,5,6,5,0,0,0,0,0,0,0,0
1699,1988,36,Basic,Married,78800.0,1,0,2020-12-16,55,1427,161,116,23,105,29,1861,2,4,1,8,4,0,0,0,0,0,0,0,0
1700,1974,50,PhD,Together,43200.0,1,0,2021-11-22,96,101,11,48,57,10,215,442,2,3,3,3,4,0,0,0,0,0,0,0,0
1701,1957,67,Basic,Single,27600.0,1,0,2020-03-25,74,324,36,511,106,149,80,1206,3,6,4,2,6,0,0,0,0,0,0,0,0
1702,1966,58,Graduation,Divorced,92200.0,0,0,2020-02-28,87,378,704,522,12,41,20,1677,0,7,3,6,7,0,0,0,0,0,0,0,0
1703,1972,52,Graduation,Married,47800.0,1,0,2020-06-15,9,473,13,324,93,15,163,1081,3,2,2,5,5,0,0,0,0,0,0,0,0
1704,1991,33,PhD,Together,114800.0,0,1,2020-04-03,22,762,15,106,37,55,67,1042,1,4,0,8,3,0,0,0,0,0,0,0,0
1705,1953,71,Graduation,Married,17000.0,0,0,2021-06-26,15,1758,16,116,37,23,18,1968,1,6,4,4,4,0,0,0,0,0,1,0,0
1706,1982,42,Graduation,Married,54900.0,0,0,2021-03-07,15,139,11,172,194,155,382,1053,0,4,6,3,7,0,0,1,0,1,0,2,0
1707,1970,54,PhD,Single,125600.0,1,2,2022-05-03,55,179,22,88,168,436,217,1110,2,7,3,7,5,0,0,0,0,0,0,0,0
1708,1978,46,Graduation,Together,42200.0,0,0,2020-03-03,94,411,14,947,22,48,114,1556,2,4,3,4,2,0,0,0,0,0,0,0,0
1709,1967,57,PhD,Married,44900.0,0,1,2022-10-16,5,539,69,54,9,25,59,755,8,2,1,7,6,0,0,0,0,0,0,0,0
1710,1959,65,PhD,Married,57600.0,0,0,2021-08-16,29,726,9,94,40,222,74,1165,2,5,2,6,3,0,0,0,0,0,1,0,0
1711,1977,47,Graduation,Married,38200.0,0,1,2021-09-10,62,163,33,37,151,23,8,415,2,4,2,9,6,0,0,0,1,0,1,1,0
1712,1976,48,Graduation,Single,43100.0,0,0,2022-09-16,0,90,13,151,209,17,113,593,3,4,2,6,5,0,0,0,0,0,0,0,0
1713,1979,45,Master,Widow,42500.0,1,1,2021-05-16,50,1202,56,144,7,137,60,1606,2,2,4,7,10,0,0,0,0,0,0,0,0
1714,1968,56,Graduation,Married,37000.0,0,0,2022-04-11,88,566,64,558,84,83,63,1418,3,8,2,12,3,0,0,0,1,0,0,1,0
1715,1962,62,Graduation,Married,,1,1,2021-09-01,45,244,87,77,73,18,64,563,1,2,3,2,3,0,0,0,0,0,0,0,0
1716,1951,73,Basic,Divorced,62400.0,1,0,2022-07-17,20,86,88,77,108,46,33,438,1,4,5,4,4,0,0,0,0,0,0,0,0
1717,1978,46,Graduation,Divorced,56400.0,0,0,2020-05-29,98,197,16,212,44,22,21,512,2,5,3,8,7,0,0,0,0,0,0,0,0
1718,1973,51,PhD,Together,73700.0,1,1,2020-05-02,37,725,32,52,12,65,59,945,3,4,1,6,5,0,0,0,0,0,0,0,0
1719,1958,66,Basic,Married,44100.0,0,0,2020-11-19,68,530,179,846,25,55,14,1649,1,2,2,3,4,0,0,0,0,0,0,0,0
1720,1963,61,Graduation,Married,34500.0,1,1,2022-06-19,62,94,49,49,15,8,66,281,3,4,3,2,7,1,0,0,0,0,0,1,0
1721,1963,61,Graduation,Together,37400.0,2,0,2022-05-01,49,633,85,1495,13,31,17,2274,3,3,3,4,7,1,1,0,0,0,1,2,0
1722,1952,72,Graduation,Together,50100.0,0,0,2022-09-18,11,321,9,89,108,8,147,682,1,1,1,2,8,1,0,0,0,0,0,1,0
1723,1960,64,Graduation,Married,30100.0,1,1,2022-08-09,68,1252,92,43,32,6,11,1436,4,6,3,8,13,1,0,0,0,0,0,1,0
1724,1956,68,Graduation,Together,39300.0,0,0,2021-02-21,72,174,5,354,66,17,46,662,2,4,3,8,4,0,0,0,0,0,0,0,0
1725,1964,60,PhD,Married,39000.0,0,0,2021-11-27,43,187,6,331,150,15,53,742,2,3,4,7,7,0,0,0,0,0,0,0,0
1726,1960,64,Graduation,Single,138700.0,1,1,2020-10-21,51,485,20,399,21,15,210,1150,0,3,2,6,2,0,1,0,1,0,0,2,0
1727,1951,73,PhD,Married,13200.0,0,1,2021-10-02,8,197,46,191,298,6,60,798,2,6,1,2,0,0,0,0,0,0,0,0,0
1728,1991,33,Basic,Married,45900.0,0,1,2021-10-15,98,156,60,2476,382,7,22,3103,5,8,1,6,3,0,0,0,0,1,0,1,0
1729,1982,42,Master,Together,114500.0,0,0,2021-12-08,64,2425,19,95,17,20,31,2607,2,1,3,11,6,0,0,0,0,0,0,0,0
1730,1960,64,PhD,Together,53000.0,1,0,2022-03-27,9,1503,6,882,97,58,257,2803,3,4,2,6,5,0,0,0,0,0,0,0,0
1731,1971,53,Graduation,Widow,71800.0,0,0,2020-09-24,45,173,96,61,500,190,52,1072,4,2,5,9,5,0,0,0,0,0,0,0,0
1732,1973,51,PhD,Together,52500.0,1,0,2022-01-28,99,435,60,1238,12,111,42,1898,4,1,2,8,3,0,0,0,0,0,0,0,0
1733,1982,42,PhD,Married,36300.0,0,1,2022-11-20,57,86,48,271,12,50,23,490,2,8,0,9,8,0,0,0,0,0,0,0,0
1734,1959,65,Graduation,Single,17000.0,0,0,2020-08-05,36,1990,319,1090,108,45,12,3564,1,3,1,7,5,0,0,0,0,0,0,0,1
1735,1981,43,Graduation,Married,55200.0,1,0,2021-10-15,51,753,36,514,73,28,438,1842,2,2,2,7,1,0,0,0,0,0,0,0,0
1736,1962,62,Master,Divorced,34500.0,0,0,2021-05-10,98,947,9,27,52,26,51,1112,2,7,1,9,8,0,0,0,0,0,0,0,0
1737,1954,70,Graduation,Married,34100.0,1,1,2022-08-13,80,258,149,126,30,166,16,745,1,3,2,2,7,0,0,0,0,0,1,0,0
1738,1976,48,Graduation,Together,39400.0,0,1,2020-09-07,12,1143,18,55,49,63,112,1440,3,8,3,5,7,0,0,0,0,0,0,0,0
1739,1983,41,Graduation,Married,115600.0,0,1,2021-07-01,5,1228,32,1065,15,45,107,2492,5,3,3,7,7,0,0,0,0,0,0,0,0
1740,1996,28,Graduation,Together,158600.0,0,0,2022-07-09,57,415,27,524,27,17,33,1043,3,7,0,6,2,0,0,0,1,0,0,1,0
1741,1955,69,Master,Single,55500.0,1,1,2021-05-22,47,136,13,228,38,74,29,518,0,8,1,4,5,0,0,0,0,0,0,0,0
1742,1976,48,Master,Single,40000.0,0,1,2020-10-15,31,526,18,120,6,74,81,825,2,5,2,4,5,0,0,1,0,0,0,1,0
1743,1964,60,Master,Married,28400.0,1,0,2020-07-17,10,286,189,289,33,14,108,919,0,3,3,5,5,0,0,0,0,0,0,0,0
1744,1977,47,Graduation,Married,62600.0,0,0,2020-04-13,80,2398,11,84,43,41,26,2603,3,1,4,7,6,0,0,0,0,0,0,0,0
1745,1952,72,Graduation,Single,117700.0,1,0,2021-08-17,4,439,114,298,28,33,21,933,4,5,0,6,2,0,0,0,0,0,1,0,0
1746,1955,69,Graduation,Divorced,44400.0,0,0,2022-02-25,5,381,6,165,20,17,65,654,3,3,4,9,4,0,0,0,0,0,0,0,0
1747,1960,64,Graduation,Married,16000.0,2,1,2022-05-06,73,749,209,67,10,47,124,1206,5,0,1,3,5,0,0,0,0,0,1,0,0
1748,1969,55,Graduation,Together,69000.0,1,0,2021-05-23,96,370,244,420,28,12,50,1124,2,4,6,4,9,0,0,0,0,0,0,0,0
1749,1961,63,Master,Married,80300.0,1,0,2020-11-23,93,731,13,1647,68,389,41,2889,1,7,2,9,8,0,0,0,0,0,1,0,0
1750,1976,48,Graduation,Divorced,23400.0,0,1,2021-11-01,20,184,30,39,67,55,298,673,3,1,2,6,6,0,0,0,0,0,0,0,0
1751,1980,44,PhD,Married,54400.0,0,1,2021-10-02,41,138,64,546,146,28,11,933,5,1,2,6,6,0,0,0,0,0,1,0,0
1752,1975,49,Graduation,Married,62100.0,0,1,2021-01-23,80,169,17,95,37,99,113,530,1,3,4,3,6,0,1,0,0,1,0,2,0
1753,1986,38,Graduation,Single,48300.0,1,0,2020-11-22,26,253,304,360,72,79,119,1187,1,2,3,7,2,0,0,0,0,0,0,0,0
1754,1973,51,Graduation,Married,34200.0,0,0,2022-10-17,2,375,29,94,9,13,21,541,3,2,4,8,7,0,0,0,0,0,0,0,0
1755,1955,69,Basic,Together,81400.0,0,0,2022-11-20,59,606,20,159,58,21,14,878,5,3,2,2,3,0,0,0,0,0,0,0,0
1756,1983,41,Master,Together,41200.0,0,0,2022-08-14,92,538,32,150,32,4,114,870,1,5,5,7,9,0,0,1,0,0,0,1,0
1757,1962,62,2n Cycle,Married,24500.0,0,0,2022-10-18,65,325,11,865,73,8,67,1349,2,0,2,8,5,0,0,0,0,0,0,0,0
1758,1979,45,Graduation,Together,18700.0,0,0,2021-09-23,92,104,28,155,27,65,244,623,3,3,2,6,5,0,0,0,0,0,0,0,0
1759,1986,38,Graduation,Together,91600.0,1,0,2022-10-15,48,746,22,160,33,42,35,1038,2,2,4,8,8,0,0,0,0,0,0,0,0
1760,1974,50,PhD,Married,67200.0,0,0,2020-02-17,99,121,15,185,20,20,63,424,5,6,2,5,9,0,0,0,0,1,1,1,0
1761,1952,72,Graduation,Together,52200.0,1,0,2020-07-03,33,131,77,1650,143,46,13,2060,4,5,6,7,5,1,0,0,0,0,0,1,0
1762,1958,66,Master,Single,40500.0,1,1,2022-03-16,36,354,6,346,21,17,110,854,3,5,2,7,3,0,0,0,0,0,0,0,0
1763,1983,41,Graduation,Single,38800.0,0,1,2022-11-01,41,764,260,98,422,7,12,1563,4,5,2,3,3,0,0,0,0,0,0,0,0
1764,1967,57,Graduation,Married,29800.0,0,0,2022-07-25,64,630,37,1020,9,10,45,1751,1,6,3,4,10,0,0,0,0,0,1,0,0
1765,1969,55,Graduation,Married,40700.0,0,0,2021-05-08,59,307,290,226,174,536,18,1551,1,6,0,9,4,0,0,0,0,1,1,1,0
1766,1977,47,Graduation,Married,18100.0,1,0,2021-03-16,89,507,92,65,3,23,67,757,1,5,1,1,5,0,0,0,0,0,0,0,0
1767,1976,48,Master,Married,35100.0,0,0,2021-12-23,0,122,7,283,33,26,39,510,1,5,0,9,9,0,0,0,0,0,0,0,0
1768,1972,52,Graduation,Together,43100.0,0,0,2020-04-09,58,201,32,159,22,57,39,510,3,3,3,7,3,0,0,0,0,0,0,0,0
1769,1966,58,Graduation,Single,67000.0,0,1,2020-04-13,3,229,8,37,73,102,50,499,2,3,2,5,8,0,0,0,0,0,0,0,0
1770,1965,59,Graduation,Married,49100.0,0,2,2021-07-30,13,147,12,272,112,24,52,619,2,6,2,5,5,0,0,0,0,0,0,0,0
1771,1978,46,Graduation,Married,73200.0,0,1,2022-10-10,17,274,28,84,466,120,248,1220,1,4,4,6,3,0,0,0,0,0,0,0,0
1772,1975,49,Master,Together,95600.0,0,1,2022-08-21,33,335,18,87,30,28,91,589,5,3,4,4,6,0,0,0,0,0,0,0,0
1773,1966,58,2n Cycle,Single,83100.0,1,1,2021-08-08,0,263,21,60,24,34,31,433,0,6,2,5,3,0,0,0,0,0,0,0,0
1774,1980,44,2n Cycle,Married,62700.0,1,0,2020-01-17,52,287,16,226,123,20,30,702,1,3,5,6,5,0,0,0,0,0,0,0,0
1775,1967,57,Master,Together,50300.0,0,2,2020-08-08,21,57,475,164,36,77,155,964,2,5,2,5,5,0,0,0,0,0,0,0,0
1776,1959,65,Graduation,Married,31200.0,0,0,2022-06-01,79,490,32,535,19,7,16,1099,2,5,1,4,5,0,0,0,0,0,0,0,0
1777,1960,64,PhD,Divorced,71300.0,1,1,2020-10-01,60,262,64,101,29,42,54,552,6,2,3,8,1,0,0,0,0,0,0,0,0
1778,1958,66,Graduation,Divorced,112000.0,0,0,2021-06-25,21,305,34,154,28,68,22,611,3,2,0,9,3,0,0,0,0,0,0,0,0
1779,1966,58,Graduation,Married,58900.0,1,0,2022-01-19,49,120,45,1826,11,107,46,2155,2,5,1,5,6,0,0,0,0,0,0,0,0
1780,1982,42,Master,Married,125500.0,0,1,2022-04-05,15,1804,12,84,297,66,30,2293,3,1,2,5,4,0,0,0,0,0,0,0,0
1781,1960,64,Graduation,Together,24000.0,1,0,2022-01-19,27,1786,230,727,72,10,23,2848,3,3,1,9,10,0,0,0,0,0,0,0,0
1782,1971,53,2n Cycle,Married,28700.0,1,0,2020-04-02,91,70,12,77,7,59,58,283,2,8,0,8,3,0,0,0,0,0,0,0,0
1783,1961,63,Graduation,Single,75400.0,0,0,2022-03-31,85,307,121,7053,269,77,101,7928,0,0,2,4,5,0,0,0,0,0,0,0,0
1784,1966,58,PhD,Single,56800.0,1,0,2020-04-14,69,898,126,425,53,67,26,1595,6,3,3,4,4,0,0,0,0,1,0,1,0
1785,1952,72,PhD,Single,94000.0,0,2,2021-02-02,88,297,10,128,39,28,182,684,2,6,3,6,0,0,0,0,0,0,1,0,0
1786,1966,58,2n Cycle,Single,49600.0,0,1,2022-01-12,41,200,32,55,79,26,17,409,0,4,2,7,5,0,0,0,0,0,0,0,0
1787,1966,58,PhD,Together,33000.0,0,0,2021-08-14,65,172,46,287,24,101,116,746,0,3,0,8,2,0,0,0,0,0,1,0,0
1788,1974,50,PhD,Married,45100.0,1,0,2020-05-30,70,469,33,38,11,31,32,614,4,3,2,5,6,0,0,0,0,0,0,0,0
1789,1971,53,Graduation,Single,24000.0,0,1,2022-03-02,80,5433,27,390,20,9,141,6020,1,6,1,3,3,0,0,0,1,0,0,1,0
1790,1955,69,PhD,Married,29100.0,1,0,2022-10-29,34,780,17,43,36,18,30,924,2,3,4,5,6,0,0,0,0,0,0,0,0
1791,1980,44,Graduation,Single,79800.0,0,0,2022-07-11,19,166,17,94,21,194,30,522,4,8,1,9,2,0,0,0,0,0,0,0,0
1792,1971,53,Master,Married,76000.0,0,0,2021-07-26,1,224,109,45,80,11,102,571,4,3,5,7,4,0,0,0,0,0,0,0,0
1793,1971,53,PhD,Married,59500.0,1,1,2020-08-31,6,281,48,225,202,151,83,990,1,6,2,4,3,0,0,1,0,0,0,1,0
1794,1968,56,PhD,Alone,21900.0,0,0,2020-09-20,95,132,34,241,25,29,25,486,1,5,0,9,4,0,0,0,1,0,0,1,0
1795,1963,61,Graduation,Married,42100.0,0,0,2020-07-17,48,132,6,192,6,8,89,433,4,5,2,2,4,0,0,0,0,0,0,0,0
1796,1971,53,Graduation,Widow,27800.0,0,0,2022-03-17,82,716,20,32,32,77,40,917,1,2,5,0,6,0,0,1,0,0,0,1,0
1797,1974,50,PhD,Widow,88000.0,0,0,2022-02-03,75,260,31,980,23,18,65,1377,6,5,3,9,8,0,0,0,1,0,0,1,0
1798,1949,75,Graduation,Single,37800.0,1,1,2021-11-25,8,490,80,154,32,33,70,859,4,1,3,3,3,0,0,0,0,0,0,0,0
1799,1963,61,Graduation,Single,29700.0,0,0,2022-01-18,26,2189,5,101,30,4,11,2340,2,9,4,5,3,0,0,0,0,0,0,0,0
1800,1966,58,Graduation,Together,50700.0,0,0,2020-10-22,77,216,10,462,17,159,51,915,3,9,3,6,5,0,0,0,0,0,0,0,0
1801,1971,53,2n Cycle,Divorced,36800.0,0,0,2021-02-11,1,442,272,115,10,21,12,872,3,3,1,7,6,0,0,0,0,1,0,1,0
1802,1982,42,Master,Married,101900.0,0,0,2022-11-08,84,198,18,338,50,21,27,652,1,1,1,8,7,0,0,0,0,0,0,0,0
1803,1960,64,Graduation,Together,35100.0,0,1,2022-04-02,67,510,5,81,17,37,43,693,4,1,1,2,2,0,0,0,0,0,0,0,0
1804,1963,61,Graduation,Together,25500.0,2,1,2022-10-21,59,1292,12,454,359,87,145,2349,4,6,4,6,2,0,0,0,0,1,0,1,0
1805,1963,61,Graduation,Together,17800.0,1,0,2020-03-23,84,1214,10,436,52,22,35,1769,4,4,2,5,5,1,0,0,0,0,0,1,0
1806,1960,64,Master,Together,49300.0,0,0,2020-04-02,85,363,64,121,19,86,35,688,0,5,3,8,2,0,0,0,0,1,0,1,0
1807,1965,59,PhD,Married,38200.0,0,0,2020-03-20,48,204,62,218,24,29,30,567,1,4,2,3,4,0,0,0,0,1,0,1,0
1808,1977,47,Graduation,Together,25200.0,1,1,2020-10-07,1,413,9,172,33,32,73,732,1,4,5,7,5,0,0,0,0,0,1,0,0
1809,1957,67,Graduation,Single,88500.0,0,1,2021-11-13,16,408,23,190,52,17,24,714,1,4,2,3,8,0,0,0,0,0,0,0,0
1810,1973,51,Graduation,Married,68900.0,0,0,2022-08-28,82,571,58,75,90,112,17,923,0,8,4,7,4,0,0,0,0,0,0,0,0
1811,1950,74,PhD,Divorced,49300.0,1,1,2022-11-29,87,195,58,71,169,68,229,790,4,7,2,4,8,0,0,0,0,0,1,0,0
1812,1962,62,Master,Single,96300.0,0,1,2022-07-24,19,290,15,156,45,63,86,655,0,4,0,5,7,0,0,0,1,0,0,1,0
1813,1965,59,Graduation,Single,68700.0,0,2,2020-11-01,75,304,13,216,75,114,28,750,0,3,6,7,3,0,0,0,0,0,0,0,0
1814,1987,37,Graduation,Together,33700.0,2,0,2022-11-21,88,661,409,72,68,9,24,1243,3,2,5,3,8,0,0,0,1,0,1,1,0
1815,1965,59,Graduation,Single,30400.0,1,0,2020-10-13,86,758,21,183,45,32,26,1065,3,3,2,9,4,0,0,0,0,0,0,0,0
1816,1944,80,Basic,Married,74100.0,0,0,2021-11-02,97,259,187,49,37,120,19,671,1,8,2,7,5,0,0,0,0,0,0,0,0
1817,1947,77,Graduation,Single,60500.0,0,1,2021-10-14,31,141,40,198,51,31,38,499,1,4,5,5,2,0,0,0,0,0,0,0,1
1818,1969,55,Master,Married,54300.0,0,1,2020-11-28,50,503,112,210,22,37,52,936,1,5,2,3,4,0,0,0,0,0,0,0,0
1819,1975,49,PhD,Divorced,33300.0,1,1,2022-03-15,87,708,61,460,12,34,228,1503,1,6,6,6,1,0,0,0,0,0,0,0,0
1820,1973,51,Graduation,Alone,67000.0,0,0,2021-09-04,41,325,38,955,249,55,59,1681,2,5,3,4,6,0,0,0,0,0,0,0,0
1821,1970,54,Graduation,Married,34800.0,0,0,2021-11-19,62,167,34,395,52,5,111,764,1,2,3,10,6,0,0,0,0,1,1,1,0
1822,1981,43,Graduation,Married,47600.0,2,0,2022-11-04,88,222,9,1466,58,35,37,1827,1,5,5,8,6,0,0,0,0,0,0,0,0
1823,1963,61,PhD,Single,100200.0,0,1,2022-11-09,60,1949,29,215,40,54,39,2326,0,3,5,1,6,0,0,0,0,0,0,0,0
1824,1978,46,Master,Married,36400.0,0,0,2022-12-26,61,419,16,193,74,48,48,798,2,8,1,10,3,0,0,0,0,0,1,0,0
1825,1951,73,PhD,Divorced,23500.0,0,0,2022-09-30,2,945,18,448,31,218,125,1785,3,6,2,4,5,0,0,0,0,0,0,0,0
1826,1959,65,PhD,Married,30200.0,0,1,2021-09-05,88,149,18,159,8,15,25,374,4,2,6,5,7,0,1,0,0,0,1,1,0
1827,1949,75,Graduation,Married,80600.0,0,0,2022-08-30,91,1231,39,154,28,237,69,1758,0,8,5,4,2,0,0,0,1,0,0,1,0
1828,1965,59,Basic,Widow,56500.0,1,0,2020-02-04,75,867,64,897,87,21,63,1999,3,4,2,3,7,0,0,0,0,0,0,0,0
1829,1968,56,Master,Single,47000.0,1,0,2022-01-24,25,313,25,420,22,8,49,837,2,0,3,7,5,0,0,0,0,0,0,0,0
1830,1970,54,Graduation,Single,39200.0,0,1,2021-11-09,47,628,93,386,7,194,129,1437,4,3,3,5,7,0,0,0,0,0,0,0,0
1831,1969,55,Basic,Married,63100.0,0,1,2020-08-12,7,1324,20,91,32,111,55,1633,0,2,0,7,6,0,0,0,1,0,0,1,0
1832,1958,66,PhD,Single,33300.0,0,1,2022-05-03,4,116,31,533,7,35,41,763,1,7,1,5,7,0,0,0,0,0,0,0,0
1833,1966,58,PhD,Together,57900.0,0,0,2021-09-22,10,223,696,213,31,17,49,1229,2,3,1,5,5,0,0,0,1,0,0,1,0
1834,1952,72,Master,Together,35200.0,0,2,2020-02-24,41,571,8,66,176,23,8,852,2,9,4,1,7,0,0,0,0,0,1,0,0
1835,1983,41,Master,Single,32500.0,1,1,2022-08-29,98,337,17,399,10,40,40,843,3,3,3,7,3,0,0,0,0,0,1,0,0
1836,1965,59,PhD,Together,36800.0,0,1,2021-06-27,90,509,5,56,90,167,17,844,1,4,5,4,8,0,0,0,0,0,0,0,0
1837,1963,61,Graduation,Together,41800.0,0,2,2021-04-11,40,685,38,29,348,8,39,1147,4,7,3,8,4,1,0,0,0,0,0,1,0
1838,1986,38,Graduation,Married,48900.0,0,0,2020-04-15,18,571,30,43,199,24,49,916,1,6,3,5,6,0,0,0,0,0,0,0,0
